Emp_id,Name,Company,Gender,Age,Performance Score,Years at Company,Monthly Hours,Projects Completed,Satisfaction Level,Salary (INR),Work Accidents,Last Promotion,Department,JobSecurityScore
EMP008858,Rohit,TCS,Male,31,4,5,279,14,0.3,35926,3,0,Sales,3
EMP008859,Rahul,LTIMindtree,Male,47,5,5,173,8,0.73,39976,1,3,Software Development,5
EMP008860,Rahul,LTIMindtree,Male,51,5,20,189,8,0.64,30429,1,8,Software Development,5
EMP008861,Anjali,Capgemini,Female,50,1,19,153,14,0.71,109405,3,5,IT,1
EMP008862,Priya,TCS,Female,23,1,8,162,5,0.61,127378,3,3,Operations,1
EMP008863,Aarti,IBM India,Female,33,2,10,245,11,0.21,77903,0,9,Sales,2
EMP008864,Karan,Cognizant,Male,41,4,3,252,11,0.4,176227,0,6,Human Resources,4
EMP008865,Priya,Infosys,Female,31,5,13,266,10,0.91,142671,3,10,Human Resources,5
EMP008866,Meena,Cognizant,Female,23,4,12,232,4,0.94,62394,2,9,IT,4
EMP008867,Deepak,Infosys,Male,58,3,14,233,3,0.28,101206,0,9,IT,3
EMP008868,Ritu,Tech Mahindra,Female,51,3,16,173,4,0.96,104294,3,0,Marketing,3
EMP008869,Swati,Tech Mahindra,Female,44,2,7,261,8,0.74,166867,3,0,Marketing,2
EMP008870,Deepak,TCS,Male,32,5,10,257,4,0.94,127832,0,4,Human Resources,5
EMP008871,Manish,Tech Mahindra,Male,47,5,10,168,15,0.52,188289,3,6,IT,4
EMP008872,Aarti,Wipro,Female,41,2,15,130,14,0.28,111126,2,8,IT,1
EMP008873,Anjali,Capgemini,Female,45,3,2,278,14,0.44,184535,0,8,Operations,3
EMP008874,Aarti,LTIMindtree,Female,50,5,14,257,8,0.75,133344,2,9,Quality Assurance,5
EMP008875,Anjali,Wipro,Female,50,4,12,140,8,0.84,125841,3,7,Sales,3
EMP008876,Deepak,Cognizant,Male,30,5,6,248,14,0.24,31207,1,10,Sales,4
EMP008877,Suresh,Cognizant,Male,23,3,4,165,1,0.59,65311,3,1,Finance,2
EMP008878,Pooja,Tech Mahindra,Female,33,5,11,226,11,0.25,156236,0,0,Finance,5
EMP008879,Ankit,LTIMindtree,Male,47,5,2,193,11,0.89,52045,2,2,Human Resources,5
EMP008880,Anjali,Capgemini,Female,38,1,11,139,12,0.58,179462,3,0,software dev,1
EMP008881,Manish,Infosys,Male,44,5,4,140,12,0.93,171633,2,0,Quality Assurance,5
EMP008882,Rohit,Wipro,Male,34,2,18,284,14,0.26,144129,2,7,software dev,3
EMP008883,Rohit,Capgemini,Male,59,2,18,261,9,0.46,125842,0,2,Quality Assurance,4
EMP008884,Ankit,Accenture India,Male,24,4,0,176,14,0.74,184683,2,1,software dev,4
EMP008885,Sneha,HCL Technologies,Female,36,5,19,176,13,0.43,117469,2,5,software dev,5
EMP008886,Karan,Tech Mahindra,Male,30,4,11,188,3,0.87,52323,0,0,Human Resources,4
EMP008887,Aarti,Infosys,Female,57,3,5,271,6,0.99,134850,2,1,Human Resources,3
EMP008888,Pooja,Accenture India,Female,47,3,20,270,14,0.42,100600,3,3,software dev,4
EMP008889,Anjali,Infosys,Female,21,1,17,166,3,0.49,171669,3,6,Human Resources,1
EMP008890,Vikas,Infosys,Male,25,1,20,285,9,0.97,83321,2,1,Human Resources,3
EMP008891,Kavita,Tech Mahindra,Female,33,5,15,299,1,0.49,34436,0,3,Operations,5
EMP008892,Manish,Infosys,Male,23,5,10,260,7,0.64,186511,0,3,Human Resources,5
EMP008893,Alex,Capgemini,Other,37,4,9,127,5,0.82,86394,3,7,IT,3
EMP008894,Priya,Capgemini,Female,39,4,2,221,12,0.55,186354,1,6,Sales,4
EMP008895,Rohit,Accenture India,Male,57,5,17,279,3,0.5,135258,1,6,Human Resources,5
EMP008896,Swati,Cognizant,Female,25,5,11,264,12,0.6,195207,2,8,Finance,5
EMP008897,Vikas,LTIMindtree,Male,44,1,13,124,11,0.82,105739,1,2,IT,2
EMP008898,Rohit,Wipro,Male,53,1,3,191,7,0.45,48197,2,2,Human Resources,1
EMP008899,Swati,Wipro,Female,41,1,9,242,1,0.48,84408,2,9,Human Resources,1
EMP008900,Manish,IBM India,Male,23,5,6,244,6,0.35,94721,1,8,IT,4
EMP008901,Sneha,Tech Mahindra,Female,24,4,15,297,7,0.76,114222,3,1,Human Resources,5
EMP008902,Sky,TCS,Other,52,2,8,213,9,0.92,29359,3,2,Software Development,2
EMP008903,Rohit,TCS,Male,44,2,2,259,15,0.35,176470,0,8,IT,2
EMP008904,Ankit,Accenture India,Male,55,4,1,291,9,0.23,108345,0,9,Marketing,3
EMP008905,Karan,Infosys,Male,38,4,5,187,7,0.51,162062,3,5,Human Resources,2
EMP008906,Rahul,Infosys,Male,23,4,9,257,5,0.53,88902,1,4,Human Resources,4
EMP008907,Manish,Tech Mahindra,Male,59,1,3,167,7,0.72,74712,3,8,IT,1
EMP008908,Anjali,HCL Technologies,Female,46,3,3,275,11,0.27,50590,3,6,Sales,1
EMP008909,Meena,Cognizant,Female,44,5,9,124,15,0.86,51103,3,1,Marketing,5
EMP008910,Pooja,IBM India,Female,21,1,9,163,1,0.66,126542,2,9,IT,1
EMP008911,Amit,Capgemini,Male,54,2,12,278,14,0.64,68601,0,8,Marketing,3
EMP008912,Neha,Infosys,Female,32,5,5,135,7,0.45,197071,2,10,Operations,3
EMP008913,Sneha,IBM India,Female,37,4,6,242,13,0.49,143483,0,5,Finance,5
EMP008914,Arjun,Wipro,Male,41,2,4,142,12,0.24,105680,1,2,software dev,1
EMP008915,Vikas,HCL Technologies,Male,41,4,14,212,13,0.8,142020,3,0,Finance,4
EMP008916,Rohit,Capgemini,Male,23,4,7,230,13,0.68,176733,1,3,software dev,5
EMP008917,Kavita,Tech Mahindra,Female,48,4,9,140,10,0.98,198293,3,10,Quality Assurance,3
EMP008918,Sneha,IBM India,Female,45,5,11,249,4,0.48,193063,3,7,Software Development,4
EMP008919,Sneha,Accenture India,Female,26,2,16,142,2,0.73,114499,1,4,Marketing,3
EMP008920,Meena,Capgemini,Female,50,2,15,258,6,0.94,129111,2,4,Software Development,3
EMP008921,Neha,Tech Mahindra,Female,52,4,0,237,7,0.77,118097,1,1,Software Development,4
EMP008922,Deepak,TCS,Male,42,1,3,242,11,0.23,25025,1,3,Sales,1
EMP008923,Aarti,Tech Mahindra,Female,58,3,7,249,13,0.71,182139,1,3,Operations,4
EMP008924,Meena,Tech Mahindra,Female,34,1,5,201,13,0.64,51007,2,10,software dev,1
EMP008925,Deepak,Capgemini,Male,54,5,20,260,7,0.6,143083,3,8,Sales,5
EMP008926,Anjali,HCL Technologies,Female,46,3,9,164,8,0.64,161000,3,6,Quality Assurance,2
EMP008927,Ankit,Capgemini,Male,33,1,17,191,5,0.57,92746,2,6,Finance,1
EMP008928,Karan,LTIMindtree,Male,50,2,12,257,13,0.75,104993,2,8,Quality Assurance,3
EMP008929,Pooja,Cognizant,Female,39,1,4,210,10,0.21,117212,0,8,Operations,1
EMP008930,Pooja,HCL Technologies,Female,59,4,11,200,11,0.35,29427,3,4,Quality Assurance,4
EMP008931,Vikas,Accenture India,Male,23,5,20,140,10,0.49,116937,3,0,Operations,5
EMP008932,Pooja,HCL Technologies,Female,51,1,17,120,13,0.56,40622,2,1,IT,1
EMP008933,Ritu,Wipro,Female,32,1,7,263,11,0.3,120444,3,10,Quality Assurance,1
EMP008934,Kavita,Accenture India,Female,35,3,13,290,8,0.86,188057,3,7,software dev,3
EMP008935,Ankit,TCS,Male,58,4,14,253,4,0.94,135081,1,5,IT,5
EMP008936,Manish,Capgemini,Male,34,3,4,195,10,0.8,168919,0,9,IT,4
EMP008937,Deepak,Tech Mahindra,Male,55,5,4,231,15,0.94,172436,2,7,Sales,5
EMP008938,Suresh,Capgemini,Male,36,5,16,130,1,0.79,199455,3,2,Quality Assurance,4
EMP008939,Vikas,Wipro,Male,44,4,12,215,12,0.55,38681,2,2,Quality Assurance,4
EMP008940,Pooja,IBM India,Female,37,3,16,296,8,0.51,33928,2,5,IT,4
EMP008941,Arjun,Wipro,Male,38,4,10,139,4,0.33,104793,3,10,IT,2
EMP008942,Deepak,LTIMindtree,Male,37,3,0,140,5,0.27,39685,0,3,Quality Assurance,2
EMP008943,Deepak,Tech Mahindra,Male,36,2,12,155,13,0.38,32756,1,3,Sales,2
EMP008944,Vikas,Tech Mahindra,Male,41,4,17,157,4,0.63,139275,1,10,Human Resources,4
EMP008945,Ankit,Infosys,Male,44,5,5,175,15,0.31,177433,0,3,Sales,5
EMP008946,Rahul,IBM India,Male,54,3,12,210,7,0.96,120459,1,1,Human Resources,4
EMP008947,Meena,Infosys,Female,56,2,20,130,10,0.37,176733,2,6,software dev,1
EMP008948,Karan,TCS,Male,47,5,19,137,3,0.87,87715,0,4,Software Development,5
EMP008949,Pooja,Cognizant,Female,59,3,10,200,2,0.86,37485,1,4,software dev,3
EMP008950,Priya,Cognizant,Female,37,2,18,217,10,0.31,106887,0,6,Software Development,3
EMP008951,Deepak,Capgemini,Male,45,5,19,164,12,0.77,167295,3,4,Sales,5
EMP008952,Rahul,Cognizant,Male,58,5,8,273,2,0.86,52721,3,0,software dev,5
EMP008953,Suresh,Tech Mahindra,Male,41,2,12,245,7,0.91,189377,3,1,Human Resources,2
EMP008954,Amit,Wipro,Male,24,5,14,178,11,0.96,117101,2,4,Quality Assurance,5
EMP008955,Rahul,IBM India,Male,45,3,10,253,15,0.94,119299,1,6,Human Resources,4
EMP008956,Kavita,Capgemini,Female,50,3,15,162,12,0.45,36910,1,9,software dev,3
EMP008957,Suresh,Capgemini,Male,53,5,16,213,10,0.41,194898,2,1,Finance,5
EMP008958,Robin,IBM India,Other,59,1,4,299,13,0.52,165883,1,7,Quality Assurance,1
EMP008959,Karan,Tech Mahindra,Male,46,2,13,222,6,0.57,76306,1,4,software dev,2
EMP008960,Meena,TCS,Female,45,1,14,136,2,0.39,25157,1,8,Quality Assurance,1
EMP008961,Meena,TCS,Female,36,3,8,196,8,0.27,62644,2,5,Human Resources,2
EMP008962,Karan,Capgemini,Male,44,5,13,236,14,0.73,30249,0,2,Sales,5
EMP008963,Ankit,TCS,Male,25,4,9,165,15,0.34,85635,0,5,Operations,4
EMP008964,Priya,Tech Mahindra,Female,59,4,12,288,6,0.93,144296,1,8,Software Development,5
EMP008965,Ritu,LTIMindtree,Female,33,1,16,260,8,0.43,95689,3,0,Finance,1
EMP008966,Ankit,LTIMindtree,Male,50,1,0,253,6,0.36,93828,0,0,Operations,1
EMP008967,Rohit,Infosys,Male,27,1,13,280,4,0.36,150959,3,7,Software Development,1
EMP008968,Arjun,HCL Technologies,Male,37,3,11,251,8,0.43,76682,2,6,Marketing,2
EMP008969,Rahul,Accenture India,Male,47,3,6,297,4,0.69,92983,1,10,software dev,3
EMP008970,Priya,Cognizant,Female,55,5,2,167,6,0.98,154147,2,10,IT,4
EMP008971,Swati,TCS,Female,25,3,20,218,5,0.59,110027,1,0,software dev,4
EMP008972,Suresh,LTIMindtree,Male,25,5,0,146,4,0.68,142485,1,7,software dev,4
EMP008973,Rohit,Wipro,Male,44,5,12,125,7,0.87,169545,1,4,Software Development,5
EMP008974,Suresh,IBM India,Male,27,1,1,177,8,0.47,157234,3,8,Finance,1
EMP008975,Neha,HCL Technologies,Female,27,4,8,120,14,0.34,121267,0,2,Software Development,3
EMP008976,Ritu,Infosys,Female,34,1,17,147,6,0.55,25531,1,4,Software Development,1
EMP008977,Amit,Accenture India,Male,35,3,3,148,1,0.45,23607,2,6,Operations,1
EMP008978,Rahul,LTIMindtree,Male,25,2,15,215,7,0.89,36346,1,9,software dev,3
EMP008979,Aarti,Infosys,Female,57,3,5,275,4,0.98,97035,3,10,Software Development,2
EMP008980,Rahul,HCL Technologies,Male,24,4,19,210,2,0.75,167201,0,7,Human Resources,5
EMP008981,Deepak,IBM India,Male,50,3,2,187,3,0.72,67608,1,2,Sales,2
EMP008982,Karan,Cognizant,Male,40,4,10,160,10,0.77,89755,0,0,Finance,5
EMP008983,Suresh,LTIMindtree,Male,46,2,4,225,4,0.57,27858,3,5,IT,1
EMP008984,Rohit,IBM India,Male,29,2,0,235,14,0.7,30910,0,4,Finance,2
EMP008985,Kavita,Accenture India,Female,50,5,7,279,7,0.26,140908,1,10,Quality Assurance,5
EMP008986,Aarti,TCS,Female,42,3,18,242,9,0.59,188855,3,4,Quality Assurance,3
EMP008987,Arjun,HCL Technologies,Male,50,5,3,269,10,0.47,155697,0,10,Sales,4
EMP008988,Ankit,Accenture India,Male,40,1,8,240,11,0.24,159449,1,10,Quality Assurance,1
EMP008989,Swati,Cognizant,Female,48,1,2,176,6,0.64,112944,3,5,Finance,1
EMP008990,Ankit,IBM India,Male,27,1,4,141,10,0.49,124749,0,2,Sales,1
EMP008991,Rahul,Tech Mahindra,Male,24,1,15,185,5,0.67,147087,1,4,Software Development,2
EMP008992,Amit,Cognizant,Male,48,1,7,288,9,0.61,140797,1,9,Quality Assurance,1
EMP008993,Meena,Capgemini,Female,55,3,5,162,12,0.42,31275,3,10,Quality Assurance,1
EMP008994,Amit,LTIMindtree,Male,53,5,2,153,8,0.63,112139,3,0,Software Development,4
EMP008995,Rohit,TCS,Male,27,5,15,233,8,0.5,43529,1,7,software dev,5
EMP008996,Amit,HCL Technologies,Male,29,4,7,121,8,0.94,186405,1,8,Software Development,3
EMP008997,Vikas,Wipro,Male,54,1,12,178,15,0.5,52729,3,3,Finance,1
EMP008998,Casey,IBM India,Other,59,2,4,155,8,0.23,189350,3,4,Software Development,1
EMP008999,Priya,Tech Mahindra,Female,54,4,5,127,8,0.81,110463,1,6,software dev,4
EMP009000,Rahul,Wipro,Male,33,4,2,280,10,0.97,190294,3,9,Quality Assurance,4
EMP009001,Suresh,LTIMindtree,Male,49,3,7,152,10,0.34,30185,2,4,Software Development,2
EMP009002,Meena,LTIMindtree,Female,55,4,3,137,7,0.98,115084,0,3,IT,4
EMP009003,Amit,HCL Technologies,Male,30,2,20,183,2,0.69,194606,1,7,Finance,2
EMP009004,Neha,Tech Mahindra,Female,50,5,16,180,2,0.88,104830,2,10,Human Resources,5
EMP009005,Kavita,LTIMindtree,Female,46,4,7,202,11,0.58,72631,1,10,Sales,3
EMP009006,Manish,Wipro,Male,55,3,20,129,5,0.7,144753,0,5,IT,4
EMP009007,Alex,Tech Mahindra,Other,48,1,18,297,6,0.87,59110,3,1,Finance,2
EMP009008,Vikas,Wipro,Male,49,2,13,225,13,0.99,58689,2,10,IT,3
EMP009009,Karan,Cognizant,Male,26,1,8,141,9,0.35,103411,3,3,Marketing,1
EMP009010,Pooja,Accenture India,Female,23,4,11,158,1,0.92,180292,2,2,software dev,4
EMP009011,Meena,Tech Mahindra,Female,49,5,12,221,11,0.73,150985,0,1,Operations,5
EMP009012,Pooja,Infosys,Female,22,3,7,184,7,0.96,153214,1,5,Operations,3
EMP009013,Aarti,Accenture India,Female,42,2,2,149,7,0.45,40882,3,10,Finance,1
EMP009014,Amit,Accenture India,Male,47,5,14,252,8,0.39,167350,2,9,Marketing,5
EMP009015,Rahul,Tech Mahindra,Male,42,2,19,230,13,0.49,99942,2,0,Quality Assurance,3
EMP009016,Vikas,TCS,Male,30,3,18,145,1,0.91,143234,2,9,Sales,3
EMP009017,Priya,LTIMindtree,Female,39,3,3,239,12,0.57,43516,0,3,Quality Assurance,3
EMP009018,Rohit,Cognizant,Male,44,4,1,182,13,0.96,27116,1,7,software dev,4
EMP009019,Karan,TCS,Male,47,2,4,293,10,0.39,33094,1,4,Operations,2
EMP009020,Neha,TCS,Female,56,4,20,150,13,0.38,68408,0,2,Software Development,5
EMP009021,Amit,Infosys,Male,37,2,1,288,4,0.74,146034,3,1,IT,1
EMP009022,Vikas,IBM India,Male,30,2,6,259,10,0.43,35575,1,10,IT,2
EMP009023,Vikas,Tech Mahindra,Male,37,1,10,136,5,0.3,140608,0,10,Human Resources,1
EMP009024,Amit,Wipro,Male,30,4,11,265,2,0.5,121249,2,5,IT,4
EMP009025,Ankit,LTIMindtree,Male,30,2,3,232,2,0.41,86225,2,3,Human Resources,1
EMP009026,Amit,TCS,Male,58,2,2,211,11,0.53,109866,3,6,Sales,1
EMP009027,Suresh,Cognizant,Male,37,3,7,158,4,0.35,80662,2,7,Finance,1
EMP009028,Deepak,IBM India,Male,46,1,17,193,3,0.97,196037,0,8,Human Resources,2
EMP009029,Rahul,Infosys,Male,46,3,4,230,13,0.84,24315,0,6,IT,4
EMP009030,Karan,Capgemini,Male,54,4,15,280,7,0.87,141766,2,8,Human Resources,4
EMP009031,Deepak,LTIMindtree,Male,24,4,11,255,14,0.44,129205,0,3,Finance,5
EMP009032,Vikas,Capgemini,Male,47,2,8,210,7,0.89,168960,2,0,Human Resources,3
EMP009033,Manish,Accenture India,Male,41,5,7,145,15,0.67,94469,2,6,Finance,5
EMP009034,Aarti,TCS,Female,56,3,4,195,2,0.25,193299,3,1,Operations,1
EMP009035,Pooja,HCL Technologies,Female,58,4,19,154,5,0.32,192472,0,9,Operations,4
EMP009036,Suresh,LTIMindtree,Male,51,2,18,176,5,0.56,93381,0,10,Operations,3
EMP009037,Ankit,Wipro,Male,27,2,14,140,14,0.52,185128,2,8,IT,1
EMP009038,Priya,IBM India,Female,54,3,19,284,8,0.84,136764,3,5,Sales,4
EMP009039,Sneha,Cognizant,Female,38,2,10,243,8,0.9,110537,3,8,Finance,2
EMP009040,Pooja,LTIMindtree,Female,44,1,19,252,11,0.89,38887,2,7,Marketing,2
EMP009041,Rahul,Wipro,Male,33,5,12,136,13,0.5,126460,1,8,Quality Assurance,5
EMP009042,Priya,Tech Mahindra,Female,33,3,12,245,4,0.71,173524,3,6,Finance,3
EMP009043,Ritu,Capgemini,Female,45,3,20,217,10,0.6,171165,2,10,software dev,3
EMP009044,Rohit,Tech Mahindra,Male,25,3,16,216,1,0.91,144747,0,2,Human Resources,5
EMP009045,Vikas,IBM India,Male,59,2,20,201,6,0.91,40585,1,9,Marketing,3
EMP009046,Amit,Infosys,Male,49,2,15,144,12,0.24,181384,2,4,Quality Assurance,2
EMP009047,Deepak,TCS,Male,53,3,16,224,7,0.66,33999,2,2,Human Resources,4
EMP009048,Rahul,LTIMindtree,Male,44,3,18,180,1,0.6,136014,2,2,Human Resources,3
EMP009049,Anjali,HCL Technologies,Female,30,1,13,213,8,0.82,157039,0,6,Software Development,2
EMP009050,Ankit,Capgemini,Male,45,4,6,156,14,0.36,74246,1,5,software dev,3
EMP009051,Manish,Capgemini,Male,30,1,8,228,9,0.76,118394,2,4,Finance,1
EMP009052,Swati,LTIMindtree,Female,59,3,1,260,8,0.79,190305,3,4,Operations,2
EMP009053,Vikas,Accenture India,Male,36,2,18,240,3,0.22,155611,0,10,Marketing,2
EMP009054,Deepak,Tech Mahindra,Male,48,2,5,159,9,0.55,90833,1,7,IT,1
EMP009055,Vikas,Capgemini,Male,32,3,0,289,10,0.98,127479,3,0,software dev,3
EMP009056,Rohit,Wipro,Male,52,4,6,203,3,0.44,105821,2,3,Sales,3
EMP009057,Rahul,Cognizant,Male,49,5,15,189,12,0.91,107718,1,4,Quality Assurance,5
EMP009058,Pooja,TCS,Female,47,5,1,272,4,0.67,70050,3,8,IT,3
EMP009059,Ankit,Capgemini,Male,46,1,3,289,12,0.44,101775,3,0,Marketing,1
EMP009060,Priya,Wipro,Female,23,4,19,257,6,0.87,88675,2,8,Operations,5
EMP009061,Ankit,IBM India,Male,46,5,13,214,7,0.99,92221,1,5,Sales,5
EMP009062,Neha,IBM India,Female,59,4,10,162,13,0.79,94818,0,2,Software Development,5
EMP009063,Neha,TCS,Female,21,2,8,247,8,0.25,113763,2,2,software dev,2
EMP009064,Kavita,Accenture India,Female,55,2,4,208,7,0.24,52953,0,10,Sales,1
EMP009065,Vikas,HCL Technologies,Male,47,4,2,275,3,0.59,170029,1,10,Operations,3
EMP009066,Anjali,TCS,Female,24,3,19,271,11,0.2,61097,3,3,Marketing,3
EMP009067,Meena,Infosys,Female,39,5,1,218,11,0.74,111597,2,4,IT,5
EMP009068,Kavita,Accenture India,Female,42,5,9,160,2,0.21,68917,2,8,Software Development,3
EMP009069,Ankit,Capgemini,Male,26,2,20,180,11,0.98,61662,0,5,IT,5
EMP009070,Vikas,TCS,Male,29,1,9,243,2,0.9,61133,3,4,software dev,1
EMP009071,Amit,Tech Mahindra,Male,31,5,6,252,14,0.85,151860,2,5,Finance,5
EMP009072,Ankit,IBM India,Male,42,2,14,216,12,0.85,64418,3,5,Marketing,3
EMP009073,Aarti,Wipro,Female,29,2,4,258,13,0.87,62386,2,8,Human Resources,2
EMP009074,Kavita,TCS,Female,49,4,7,127,9,0.55,83263,0,9,Sales,4
EMP009075,Ritu,Tech Mahindra,Female,30,4,17,268,7,0.83,83464,1,6,Marketing,5
EMP009076,Suresh,Accenture India,Male,54,4,19,124,7,0.49,71453,0,6,Finance,5
EMP009077,Rohit,Infosys,Male,51,1,5,153,5,0.88,96567,0,3,Operations,1
EMP009078,Suresh,Wipro,Male,42,5,10,128,13,0.69,115561,3,4,Sales,4
EMP009079,Rohit,Cognizant,Male,24,1,7,157,6,0.49,116175,1,6,Human Resources,1
EMP009080,Aarti,Infosys,Female,22,1,3,162,7,0.8,174975,3,7,software dev,1
EMP009081,Suresh,Capgemini,Male,25,4,6,215,13,0.39,94886,2,5,Operations,3
EMP009082,Aarti,Tech Mahindra,Female,35,2,1,257,9,0.97,79949,2,7,Operations,2
EMP009083,Ritu,TCS,Female,39,3,14,131,10,0.73,124410,3,8,software dev,2
EMP009084,Pooja,TCS,Female,58,2,8,218,4,0.52,192157,1,0,software dev,2
EMP009085,Suresh,LTIMindtree,Male,35,2,20,265,6,0.64,103342,3,3,Software Development,3
EMP009086,Arjun,IBM India,Male,28,2,18,259,1,0.79,195177,2,8,Operations,2
EMP009087,Karan,Capgemini,Male,40,2,18,150,7,0.84,130084,1,4,Marketing,3
EMP009088,Rohit,Tech Mahindra,Male,32,1,4,130,4,0.98,195802,0,10,Quality Assurance,1
EMP009089,Anjali,TCS,Female,24,4,18,217,2,0.37,148249,2,3,Marketing,4
EMP009090,Kavita,Cognizant,Female,58,4,2,146,4,0.6,24123,2,8,Software Development,2
EMP009091,Manish,Wipro,Male,59,2,11,140,8,0.27,115669,3,1,IT,1
EMP009092,Ankit,Capgemini,Male,56,3,6,247,2,0.27,106034,3,1,Quality Assurance,2
EMP009093,Sneha,Accenture India,Female,35,5,4,132,15,0.28,123536,1,10,Sales,4
EMP009094,Arjun,Cognizant,Male,21,2,11,164,1,0.41,24302,1,7,Finance,1
EMP009095,Sneha,Wipro,Female,51,2,3,294,1,0.76,159925,0,7,Finance,3
EMP009096,Aarti,HCL Technologies,Female,29,3,19,144,7,0.89,121074,1,4,software dev,4
EMP009097,Sneha,IBM India,Female,43,1,18,196,7,0.55,178206,1,5,software dev,2
EMP009098,Swati,Capgemini,Female,46,2,12,183,4,0.64,122381,3,10,Sales,1
EMP009099,Priya,Tech Mahindra,Female,59,3,14,218,14,0.37,61325,1,4,Finance,4
EMP009100,Kavita,Infosys,Female,38,1,9,275,12,0.83,198455,3,7,Marketing,2
EMP009101,Pooja,Wipro,Female,53,1,0,267,5,0.91,40925,3,5,IT,1
EMP009102,Manish,Accenture India,Male,59,2,2,288,13,0.59,58908,3,5,Sales,1
EMP009103,Rahul,TCS,Male,34,1,17,123,12,0.33,135143,2,6,IT,1
EMP009104,Sam,Infosys,Other,21,2,15,203,5,0.2,136848,3,1,Sales,1
EMP009105,Deepak,Cognizant,Male,33,2,11,143,7,0.63,81110,3,8,Sales,1
EMP009106,Neha,IBM India,Female,35,4,15,264,12,0.6,122630,3,2,Human Resources,5
EMP009107,Ritu,Tech Mahindra,Female,57,5,10,252,3,0.94,120913,3,8,Software Development,4
EMP009108,Swati,Infosys,Female,25,5,10,176,5,0.23,99825,2,9,software dev,3
EMP009109,Manish,Accenture India,Male,34,4,13,273,7,0.32,55385,2,4,IT,4
EMP009110,Karan,Wipro,Male,34,2,16,219,12,0.36,157956,2,0,IT,2
EMP009111,Karan,Tech Mahindra,Male,25,3,18,264,11,0.64,175484,2,9,Software Development,4
EMP009112,Ankit,HCL Technologies,Male,31,1,10,127,7,0.43,52839,2,3,Finance,1
EMP009113,Robin,TCS,Other,52,4,3,129,13,0.36,186751,0,5,IT,4
EMP009114,Meena,IBM India,Female,25,4,9,297,9,0.61,41589,2,2,software dev,4
EMP009115,Neha,Infosys,Female,56,4,18,243,4,0.23,93619,1,5,Quality Assurance,5
EMP009116,Deepak,IBM India,Male,35,4,3,133,1,0.98,49868,2,10,Quality Assurance,3
EMP009117,Amit,IBM India,Male,27,5,10,210,14,0.89,167481,1,0,software dev,5
EMP009118,Manish,IBM India,Male,25,2,6,146,5,0.42,119177,1,9,Human Resources,1
EMP009119,Rohit,Wipro,Male,50,4,19,124,14,0.47,169473,3,9,Sales,4
EMP009120,Swati,IBM India,Female,35,4,8,198,11,0.4,197566,0,8,Sales,4
EMP009121,Rahul,HCL Technologies,Male,50,4,1,275,4,0.94,132721,1,8,Software Development,4
EMP009122,Arjun,Cognizant,Male,34,3,0,252,3,0.72,113754,1,10,Quality Assurance,2
EMP009123,Neha,Accenture India,Female,44,3,7,205,7,0.62,109730,0,3,IT,3
EMP009124,Morgan,Tech Mahindra,Other,44,1,18,259,9,0.61,47475,1,1,Finance,3
EMP009125,Manish,HCL Technologies,Male,55,2,15,127,4,0.33,94644,0,10,Quality Assurance,2
EMP009126,Swati,Tech Mahindra,Female,25,4,13,178,6,0.97,119881,1,7,Marketing,4
EMP009127,Rohit,Accenture India,Male,32,1,3,179,1,0.93,153437,2,6,Human Resources,1
EMP009128,Karan,Cognizant,Male,40,1,18,199,1,0.96,155197,1,0,Marketing,2
EMP009129,Rohit,Capgemini,Male,25,2,5,174,3,0.43,127062,2,5,Sales,1
EMP009130,Priya,Tech Mahindra,Female,56,3,14,213,14,0.58,100495,0,9,Human Resources,4
EMP009131,Vikas,Tech Mahindra,Male,41,2,12,290,5,0.62,193254,2,4,Quality Assurance,2
EMP009132,Manish,Cognizant,Male,59,1,18,160,6,0.59,155263,3,1,Human Resources,1
EMP009133,Kavita,Infosys,Female,23,2,3,129,9,0.22,130176,2,4,Sales,1
EMP009134,Rohit,HCL Technologies,Male,49,3,1,235,15,0.87,71000,1,5,Operations,4
EMP009135,Suresh,Infosys,Male,45,1,2,203,9,0.8,156511,2,9,IT,1
EMP009136,Karan,Infosys,Male,47,2,13,226,10,0.58,58032,0,5,Quality Assurance,3
EMP009137,Deepak,Infosys,Male,56,4,3,126,11,0.41,199703,3,1,IT,2
EMP009138,Ritu,IBM India,Female,42,4,15,140,1,0.71,146119,0,0,Quality Assurance,5
EMP009139,Pooja,TCS,Female,58,2,10,194,14,0.31,170245,1,3,Operations,2
EMP009140,Arjun,Tech Mahindra,Male,55,2,12,220,2,1,167525,1,3,IT,3
EMP009141,Vikas,Infosys,Male,21,3,0,163,15,0.3,133790,0,8,Operations,3
EMP009142,Aarti,HCL Technologies,Female,23,1,12,207,11,0.25,55322,3,0,Human Resources,1
EMP009143,Rahul,TCS,Male,44,2,14,156,12,0.69,141667,0,10,IT,3
EMP009144,Neha,TCS,Female,28,1,6,291,8,0.57,107111,3,9,IT,1
EMP009145,Suresh,Infosys,Male,59,4,4,184,5,0.78,43969,1,10,software dev,3
EMP009146,Sneha,Wipro,Female,38,1,5,233,3,0.3,129301,1,0,IT,1
EMP009147,Pooja,Infosys,Female,23,5,8,125,9,0.49,133906,3,7,IT,4
EMP009148,Priya,Wipro,Female,38,3,5,157,2,0.6,116157,1,4,Finance,2
EMP009149,Karan,Infosys,Male,36,3,5,290,7,0.56,87030,1,8,Operations,3
